supplier_reference,supplier_name,supplier_trn,supply_reference,supply_date,amount_excluding_vat,input_vat,expected_next_12m,last_verified_on
SYN-0191,Synthetic Supplier 0191 LLC,900000000000191,SYN-0191-INV-01,2025-10-12,1196.19,59.81,5014.54,2026-03-17
SYN-0191,Synthetic Supplier 0191 LLC,900000000000191,SYN-0191-INV-02,2025-11-28,1232.96,61.65,5014.54,2026-03-17
SYN-0191,Synthetic Supplier 0191 LLC,900000000000191,SYN-0191-INV-03,2026-01-14,1216.64,60.83,5014.54,2026-03-17
SYN-0191,Synthetic Supplier 0191 LLC,900000000000191,SYN-0191-INV-04,2026-03-02,1265.66,63.28,5014.54,2026-03-17
SYN-0191,Synthetic Supplier 0191 LLC,900000000000191,SYN-0191-INV-05,2026-04-18,660.27,33.01,5014.54,2026-03-17
SYN-0192,Synthetic Supplier 0192 LLC,900000000000192,SYN-0192-INV-01,2025-10-25,4785.86,239.29,11520.95,2025-04-18
SYN-0192,Synthetic Supplier 0192 LLC,900000000000192,SYN-0192-INV-02,2025-12-11,8015.2,400.76,11520.95,2025-04-18
SYN-0193,Synthetic Supplier 0193 LLC,900000000000193,SYN-0193-INV-01,2025-11-07,3160.45,158.02,7947.32,2026-05-19
SYN-0193,Synthetic Supplier 0193 LLC,900000000000193,SYN-0193-INV-02,2025-12-24,2713.3,135.66,7947.32,2026-05-19
SYN-0193,Synthetic Supplier 0193 LLC,900000000000193,SYN-0193-INV-03,2026-02-09,2956.61,147.83,7947.32,2026-05-19
SYN-0194,Synthetic Supplier 0194 LLC,900000000000194,SYN-0194-INV-01,2025-11-20,2299.53,114.98,7982.96,2025-06-20
SYN-0194,Synthetic Supplier 0194 LLC,900000000000194,SYN-0194-INV-02,2026-01-06,2558.21,127.91,7982.96,2025-06-20
SYN-0194,Synthetic Supplier 0194 LLC,900000000000194,SYN-0194-INV-03,2026-02-22,2346.64,117.33,7982.96,2025-06-20
SYN-0194,Synthetic Supplier 0194 LLC,900000000000194,SYN-0194-INV-04,2026-04-10,1665.58,83.28,7982.96,2025-06-20
SYN-0195,Synthetic Supplier 0195 LLC,900000000000195,SYN-0195-INV-01,2025-12-03,3734.54,186.73,13727.69,
SYN-0195,Synthetic Supplier 0195 LLC,900000000000195,SYN-0195-INV-02,2026-01-19,3217.18,160.86,13727.69,
SYN-0195,Synthetic Supplier 0195 LLC,900000000000195,SYN-0195-INV-03,2026-03-07,2016.14,100.81,13727.69,
SYN-0195,Synthetic Supplier 0195 LLC,900000000000195,SYN-0195-INV-04,2026-04-23,3946.2,197.31,13727.69,
SYN-0195,Synthetic Supplier 0195 LLC,900000000000195,SYN-0195-INV-05,2026-06-09,2338.92,116.95,13727.69,
SYN-0196,Synthetic Supplier 0196 LLC,900000000000196,SYN-0196-INV-01,2025-12-16,5939.11,296.96,64896.18,2025-08-22
SYN-0196,Synthetic Supplier 0196 LLC,900000000000196,SYN-0196-INV-02,2026-02-01,8482.26,424.11,64896.18,2025-08-22
SYN-0197,Synthetic Supplier 0197 LLC,900000000000197,SYN-0197-INV-01,2025-12-29,3422.22,171.11,9631.64,2026-09-23
SYN-0197,Synthetic Supplier 0197 LLC,900000000000197,SYN-0197-INV-02,2026-02-14,3070.2,153.51,9631.64,2026-09-23
SYN-0197,Synthetic Supplier 0197 LLC,900000000000197,SYN-0197-INV-03,2026-04-02,4209.4,210.47,9631.64,2026-09-23
SYN-0198,Synthetic Supplier 0198 LLC,900000000000198,SYN-0198-INV-01,2026-01-11,1734.43,86.72,5751.76,2025-01-24
SYN-0198,Synthetic Supplier 0198 LLC,900000000000198,SYN-0198-INV-02,2026-02-27,1187.89,59.39,5751.76,2025-01-24
SYN-0198,Synthetic Supplier 0198 LLC,900000000000198,SYN-0198-INV-03,2026-04-15,2065.76,103.29,5751.76,2025-01-24
SYN-0198,Synthetic Supplier 0198 LLC,900000000000198,SYN-0198-INV-04,2026-06-01,1402.76,70.14,5751.76,2025-01-24
SYN-0199,Synthetic Supplier 0199 LLC,900000000000199,SYN-0199-INV-01,2026-01-24,1743.5,87.17,11081.87,2026-02-25
SYN-0199,Synthetic Supplier 0199 LLC,900000000000199,SYN-0199-INV-02,2026-03-12,2145.94,107.3,11081.87,2026-02-25
SYN-0199,Synthetic Supplier 0199 LLC,900000000000199,SYN-0199-INV-03,2026-04-28,2225.48,111.27,11081.87,2026-02-25
SYN-0199,Synthetic Supplier 0199 LLC,900000000000199,SYN-0199-INV-04,2026-06-14,3158.98,157.95,11081.87,2026-02-25
SYN-0199,Synthetic Supplier 0199 LLC,900000000000199,SYN-0199-INV-05,2026-07-31,3039.29,151.96,11081.87,2026-02-25
SYN-0200,Synthetic Supplier 0200 LLC,900000000000200,SYN-0200-INV-01,2026-02-06,9533.77,476.69,23489.89,
SYN-0200,Synthetic Supplier 0200 LLC,900000000000200,SYN-0200-INV-02,2026-03-25,16566.12,828.31,23489.89,
SYN-0201,Synthetic Supplier 0201 LLC,900000000000201,SYN-0201-INV-01,2026-02-19,7298.32,364.92,25483.43,2026-04-02
SYN-0201,Synthetic Supplier 0201 LLC,900000000000201,SYN-0201-INV-02,2026-04-07,10663.05,533.15,25483.43,2026-04-02
SYN-0201,Synthetic Supplier 0201 LLC,900000000000201,SYN-0201-INV-03,2026-05-24,10353.56,517.68,25483.43,2026-04-02
SYN-0202,Synthetic Supplier 0202 LLC,900000000000202,SYN-0202-INV-01,2026-03-04,6743.63,337.18,24932.74,2025-05-03
SYN-0202,Synthetic Supplier 0202 LLC,900000000000202,SYN-0202-INV-02,2026-04-20,8668.03,433.4,24932.74,2025-05-03
SYN-0202,Synthetic Supplier 0202 LLC,900000000000202,SYN-0202-INV-03,2026-06-06,8020.91,401.05,24932.74,2025-05-03
SYN-0202,Synthetic Supplier 0202 LLC,900000000000202,SYN-0202-INV-04,2026-07-23,4270.48,213.52,24932.74,2025-05-03
SYN-0203,Synthetic Supplier 0203 LLC,900000000000203,SYN-0203-INV-01,2026-03-17,2451.79,122.59,79876.29,2026-06-04
SYN-0203,Synthetic Supplier 0203 LLC,900000000000203,SYN-0203-INV-02,2026-05-03,2644.64,132.23,79876.29,2026-06-04
SYN-0203,Synthetic Supplier 0203 LLC,900000000000203,SYN-0203-INV-03,2026-06-19,5035.89,251.79,79876.29,2026-06-04
SYN-0203,Synthetic Supplier 0203 LLC,900000000000203,SYN-0203-INV-04,2026-08-05,3875.35,193.77,79876.29,2026-06-04
SYN-0203,Synthetic Supplier 0203 LLC,900000000000203,SYN-0203-INV-05,2026-09-21,3742.62,187.13,79876.29,2026-06-04
SYN-0204,Synthetic Supplier 0204 LLC,900000000000204,SYN-0204-INV-01,2026-03-30,3205.21,160.26,8136.87,2025-07-05
SYN-0204,Synthetic Supplier 0204 LLC,900000000000204,SYN-0204-INV-02,2026-05-16,5835.76,291.79,8136.87,2025-07-05
SYN-0205,Synthetic Supplier 0205 LLC,900000000000205,SYN-0205-INV-01,2026-04-12,4930.72,246.54,18556.63,
SYN-0205,Synthetic Supplier 0205 LLC,900000000000205,SYN-0205-INV-02,2026-05-29,10924.7,546.23,18556.63,
SYN-0205,Synthetic Supplier 0205 LLC,900000000000205,SYN-0205-INV-03,2026-07-15,4763.06,238.15,18556.63,
SYN-0206,Synthetic Supplier 0206 LLC,900000000000206,SYN-0206-INV-01,2026-04-25,4420.02,221,24960.83,2025-09-07
SYN-0206,Synthetic Supplier 0206 LLC,900000000000206,SYN-0206-INV-02,2026-06-11,9783.19,489.16,24960.83,2025-09-07
SYN-0206,Synthetic Supplier 0206 LLC,900000000000206,SYN-0206-INV-03,2026-07-28,5629.04,281.45,24960.83,2025-09-07
SYN-0206,Synthetic Supplier 0206 LLC,900000000000206,SYN-0206-INV-04,2026-09-13,7902,395.1,24960.83,2025-09-07
SYN-0207,Synthetic Supplier 0207 LLC,900000000000207,SYN-0207-INV-01,2026-05-08,4419.8,220.99,23407.54,2026-01-08
SYN-0207,Synthetic Supplier 0207 LLC,900000000000207,SYN-0207-INV-02,2026-06-24,5537.48,276.87,23407.54,2026-01-08
SYN-0207,Synthetic Supplier 0207 LLC,900000000000207,SYN-0207-INV-03,2026-08-10,6982.24,349.11,23407.54,2026-01-08
SYN-0207,Synthetic Supplier 0207 LLC,900000000000207,SYN-0207-INV-04,2026-09-26,4040.69,202.03,23407.54,2026-01-08
SYN-0207,Synthetic Supplier 0207 LLC,900000000000207,SYN-0207-INV-05,2025-11-17,5028.16,251.41,23407.54,2026-01-08
SYN-0208,Synthetic Supplier 0208 LLC,900000000000208,SYN-0208-INV-01,2026-05-21,17158.87,857.94,24742.62,2025-02-09
SYN-0208,Synthetic Supplier 0208 LLC,900000000000208,SYN-0208-INV-02,2026-07-07,10332.93,516.65,24742.62,2025-02-09
SYN-0209,Synthetic Supplier 0209 LLC,900000000000209,SYN-0209-INV-01,2026-06-03,10920.91,546.05,20178.13,2026-03-10
SYN-0209,Synthetic Supplier 0209 LLC,900000000000209,SYN-0209-INV-02,2026-07-20,6468.58,323.43,20178.13,2026-03-10
SYN-0209,Synthetic Supplier 0209 LLC,900000000000209,SYN-0209-INV-03,2026-09-05,5030.65,251.53,20178.13,2026-03-10
SYN-0210,Synthetic Supplier 0210 LLC,900000000000210,SYN-0210-INV-01,2026-06-16,6113.43,305.67,91202.32,
SYN-0210,Synthetic Supplier 0210 LLC,900000000000210,SYN-0210-INV-02,2026-08-02,4314.56,215.73,91202.32,
SYN-0210,Synthetic Supplier 0210 LLC,900000000000210,SYN-0210-INV-03,2026-09-18,3392.86,169.64,91202.32,
SYN-0210,Synthetic Supplier 0210 LLC,900000000000210,SYN-0210-INV-04,2025-11-09,6446.33,322.32,91202.32,
SYN-0211,Synthetic Supplier 0211 LLC,900000000000211,SYN-0211-INV-01,2026-06-29,2892.46,144.62,14986.93,2026-05-12
SYN-0211,Synthetic Supplier 0211 LLC,900000000000211,SYN-0211-INV-02,2026-08-15,3737.91,186.9,14986.93,2026-05-12
SYN-0211,Synthetic Supplier 0211 LLC,900000000000211,SYN-0211-INV-03,2025-10-06,3507.78,175.39,14986.93,2026-05-12
SYN-0211,Synthetic Supplier 0211 LLC,900000000000211,SYN-0211-INV-04,2025-11-22,4143.97,207.2,14986.93,2026-05-12
SYN-0211,Synthetic Supplier 0211 LLC,900000000000211,SYN-0211-INV-05,2026-01-08,2370.03,118.5,14986.93,2026-05-12
SYN-0212,Synthetic Supplier 0212 LLC,900000000000212,SYN-0212-INV-01,2026-07-12,5298.42,264.92,9462.76,2025-06-13
SYN-0212,Synthetic Supplier 0212 LLC,900000000000212,SYN-0212-INV-02,2026-08-28,5215.76,260.79,9462.76,2025-06-13
SYN-0213,Synthetic Supplier 0213 LLC,900000000000213,SYN-0213-INV-01,2026-07-25,8434.22,421.71,24410.64,2026-07-14
SYN-0213,Synthetic Supplier 0213 LLC,900000000000213,SYN-0213-INV-02,2026-09-10,9114,455.7,24410.64,2026-07-14
SYN-0213,Synthetic Supplier 0213 LLC,900000000000213,SYN-0213-INV-03,2025-11-01,9574.71,478.74,24410.64,2026-07-14
SYN-0214,Synthetic Supplier 0214 LLC,900000000000214,SYN-0214-INV-01,2026-08-07,1745.21,87.26,6097.92,2025-08-15
SYN-0214,Synthetic Supplier 0214 LLC,900000000000214,SYN-0214-INV-02,2026-09-23,1734.9,86.74,6097.92,2025-08-15
SYN-0214,Synthetic Supplier 0214 LLC,900000000000214,SYN-0214-INV-03,2025-11-14,1805.55,90.28,6097.92,2025-08-15
SYN-0214,Synthetic Supplier 0214 LLC,900000000000214,SYN-0214-INV-04,2025-12-31,1489.8,74.49,6097.92,2025-08-15
SYN-0215,Synthetic Supplier 0215 LLC,900000000000215,SYN-0215-INV-01,2026-08-20,4568.13,228.41,23918.79,
SYN-0215,Synthetic Supplier 0215 LLC,900000000000215,SYN-0215-INV-02,2025-10-11,5607.26,280.36,23918.79,
SYN-0215,Synthetic Supplier 0215 LLC,900000000000215,SYN-0215-INV-03,2025-11-27,4512.05,225.6,23918.79,
SYN-0215,Synthetic Supplier 0215 LLC,900000000000215,SYN-0215-INV-04,2026-01-13,7307.86,365.39,23918.79,
SYN-0215,Synthetic Supplier 0215 LLC,900000000000215,SYN-0215-INV-05,2026-03-01,4581.13,229.06,23918.79,
SYN-0216,Synthetic Supplier 0216 LLC,900000000000216,SYN-0216-INV-01,2026-09-02,9295.56,464.78,24232.55,2025-01-17
SYN-0216,Synthetic Supplier 0216 LLC,900000000000216,SYN-0216-INV-02,2025-10-24,17629.5,881.47,24232.55,2025-01-17
SYN-0217,Synthetic Supplier 0217 LLC,900000000000217,SYN-0217-INV-01,2026-09-15,4705.61,235.28,53117.77,2026-02-18
SYN-0217,Synthetic Supplier 0217 LLC,900000000000217,SYN-0217-INV-02,2025-11-06,4020.84,201.04,53117.77,2026-02-18
SYN-0217,Synthetic Supplier 0217 LLC,900000000000217,SYN-0217-INV-03,2025-12-23,3077.5,153.88,53117.77,2026-02-18
SYN-0218,Synthetic Supplier 0218 LLC,900000000000218,SYN-0218-INV-01,2025-10-03,7949.81,397.49,24326.52,2025-03-19
SYN-0218,Synthetic Supplier 0218 LLC,900000000000218,SYN-0218-INV-02,2025-11-19,5906.79,295.34,24326.52,2025-03-19
SYN-0218,Synthetic Supplier 0218 LLC,900000000000218,SYN-0218-INV-03,2026-01-05,5727.22,286.36,24326.52,2025-03-19
SYN-0218,Synthetic Supplier 0218 LLC,900000000000218,SYN-0218-INV-04,2026-02-21,7445.65,372.28,24326.52,2025-03-19
SYN-0219,Synthetic Supplier 0219 LLC,900000000000219,SYN-0219-INV-01,2025-10-16,2688.23,134.41,14009.53,2026-04-20
SYN-0219,Synthetic Supplier 0219 LLC,900000000000219,SYN-0219-INV-02,2025-12-02,1706.31,85.32,14009.53,2026-04-20
SYN-0219,Synthetic Supplier 0219 LLC,900000000000219,SYN-0219-INV-03,2026-01-18,3903.21,195.16,14009.53,2026-04-20
SYN-0219,Synthetic Supplier 0219 LLC,900000000000219,SYN-0219-INV-04,2026-03-06,3703.73,185.19,14009.53,2026-04-20
SYN-0219,Synthetic Supplier 0219 LLC,900000000000219,SYN-0219-INV-05,2026-04-22,3564.66,178.23,14009.53,2026-04-20
SYN-0220,Synthetic Supplier 0220 LLC,900000000000220,SYN-0220-INV-01,2025-10-29,13077.62,653.88,21384.45,
SYN-0220,Synthetic Supplier 0220 LLC,900000000000220,SYN-0220-INV-02,2025-12-15,10682.88,534.14,21384.45,
SYN-0221,Synthetic Supplier 0221 LLC,900000000000221,SYN-0221-INV-01,2025-11-11,14444.8,722.24,52031.41,2026-06-22
SYN-0221,Synthetic Supplier 0221 LLC,900000000000221,SYN-0221-INV-02,2025-12-28,15123.18,756.16,52031.41,2026-06-22
SYN-0221,Synthetic Supplier 0221 LLC,900000000000221,SYN-0221-INV-03,2026-02-13,28244.7,1412.23,52031.41,2026-06-22
SYN-0222,Synthetic Supplier 0222 LLC,900000000000222,SYN-0222-INV-01,2025-11-24,17777.14,888.86,62490.59,2025-07-23
SYN-0222,Synthetic Supplier 0222 LLC,900000000000222,SYN-0222-INV-02,2026-01-10,12944.32,647.22,62490.59,2025-07-23
SYN-0222,Synthetic Supplier 0222 LLC,900000000000222,SYN-0222-INV-03,2026-02-26,18411.28,920.56,62490.59,2025-07-23
SYN-0222,Synthetic Supplier 0222 LLC,900000000000222,SYN-0222-INV-04,2026-04-14,20301.25,1015.06,62490.59,2025-07-23
SYN-0223,Synthetic Supplier 0223 LLC,900000000000223,SYN-0223-INV-01,2025-12-07,11337.71,566.89,51510.14,2026-08-24
SYN-0223,Synthetic Supplier 0223 LLC,900000000000223,SYN-0223-INV-02,2026-01-23,8090.55,404.53,51510.14,2026-08-24
SYN-0223,Synthetic Supplier 0223 LLC,900000000000223,SYN-0223-INV-03,2026-03-11,14438.22,721.91,51510.14,2026-08-24
SYN-0223,Synthetic Supplier 0223 LLC,900000000000223,SYN-0223-INV-04,2026-04-27,15702.31,785.12,51510.14,2026-08-24
SYN-0223,Synthetic Supplier 0223 LLC,900000000000223,SYN-0223-INV-05,2026-06-13,7664.69,383.23,51510.14,2026-08-24
SYN-0224,Synthetic Supplier 0224 LLC,900000000000224,SYN-0224-INV-01,2025-12-20,46911.53,2345.58,91270.54,2025-09-25
SYN-0224,Synthetic Supplier 0224 LLC,900000000000224,SYN-0224-INV-02,2026-02-05,32454.16,1622.71,91270.54,2025-09-25
SYN-0225,Synthetic Supplier 0225 LLC,900000000000225,SYN-0225-INV-01,2026-01-02,14378.34,718.92,47562.09,
SYN-0225,Synthetic Supplier 0225 LLC,900000000000225,SYN-0225-INV-02,2026-02-18,19938.21,996.91,47562.09,
SYN-0225,Synthetic Supplier 0225 LLC,900000000000225,SYN-0225-INV-03,2026-04-06,18530.22,926.51,47562.09,
SYN-0226,Synthetic Supplier 0226 LLC,900000000000226,SYN-0226-INV-01,2026-01-15,13317.7,665.89,41306.54,2025-02-02
SYN-0226,Synthetic Supplier 0226 LLC,900000000000226,SYN-0226-INV-02,2026-03-03,11352.06,567.6,41306.54,2025-02-02
SYN-0226,Synthetic Supplier 0226 LLC,900000000000226,SYN-0226-INV-03,2026-04-19,12103.56,605.18,41306.54,2025-02-02
SYN-0226,Synthetic Supplier 0226 LLC,900000000000226,SYN-0226-INV-04,2026-06-05,9122.82,456.14,41306.54,2025-02-02
SYN-0227,Synthetic Supplier 0227 LLC,900000000000227,SYN-0227-INV-01,2026-01-28,5676.67,283.83,32476.3,2026-03-03
SYN-0227,Synthetic Supplier 0227 LLC,900000000000227,SYN-0227-INV-02,2026-03-16,9018.2,450.91,32476.3,2026-03-03
SYN-0227,Synthetic Supplier 0227 LLC,900000000000227,SYN-0227-INV-03,2026-05-02,5055.37,252.77,32476.3,2026-03-03
SYN-0227,Synthetic Supplier 0227 LLC,900000000000227,SYN-0227-INV-04,2026-06-18,7459.75,372.99,32476.3,2026-03-03
SYN-0227,Synthetic Supplier 0227 LLC,900000000000227,SYN-0227-INV-05,2026-08-04,8874.8,443.74,32476.3,2026-03-03
SYN-0228,Synthetic Supplier 0228 LLC,900000000000228,SYN-0228-INV-01,2026-02-10,31011.58,1550.58,46132.67,2025-04-04
SYN-0228,Synthetic Supplier 0228 LLC,900000000000228,SYN-0228-INV-02,2026-03-29,20246.94,1012.35,46132.67,2025-04-04
SYN-0229,Synthetic Supplier 0229 LLC,900000000000229,SYN-0229-INV-01,2026-02-23,25799.15,1289.96,61487.97,2026-05-05
SYN-0229,Synthetic Supplier 0229 LLC,900000000000229,SYN-0229-INV-02,2026-04-11,24687.96,1234.4,61487.97,2026-05-05
SYN-0229,Synthetic Supplier 0229 LLC,900000000000229,SYN-0229-INV-03,2026-05-28,17832.85,891.64,61487.97,2026-05-05
SYN-0230,Synthetic Supplier 0230 LLC,900000000000230,SYN-0230-INV-01,2026-03-08,8879.31,443.97,36077.9,
SYN-0230,Synthetic Supplier 0230 LLC,900000000000230,SYN-0230-INV-02,2026-04-24,9483.37,474.17,36077.9,
SYN-0230,Synthetic Supplier 0230 LLC,900000000000230,SYN-0230-INV-03,2026-06-10,8580.24,429.01,36077.9,
SYN-0230,Synthetic Supplier 0230 LLC,900000000000230,SYN-0230-INV-04,2026-07-27,13143.63,657.18,36077.9,
SYN-0231,Synthetic Supplier 0231 LLC,900000000000231,SYN-0231-INV-01,2026-03-21,10771.71,538.59,50838.36,2026-07-07
SYN-0231,Synthetic Supplier 0231 LLC,900000000000231,SYN-0231-INV-02,2026-05-07,6541.26,327.06,50838.36,2026-07-07
SYN-0231,Synthetic Supplier 0231 LLC,900000000000231,SYN-0231-INV-03,2026-06-23,9299.66,464.98,50838.36,2026-07-07
SYN-0231,Synthetic Supplier 0231 LLC,900000000000231,SYN-0231-INV-04,2026-08-09,10584.13,529.21,50838.36,2026-07-07
SYN-0231,Synthetic Supplier 0231 LLC,900000000000231,SYN-0231-INV-05,2026-09-25,7010.51,350.53,50838.36,2026-07-07
SYN-0232,Synthetic Supplier 0232 LLC,900000000000232,SYN-0232-INV-01,2026-04-03,30725.56,1536.28,69432.43,2025-08-08
SYN-0232,Synthetic Supplier 0232 LLC,900000000000232,SYN-0232-INV-02,2026-05-20,46421.58,2321.08,69432.43,2025-08-08
SYN-0233,Synthetic Supplier 0233 LLC,900000000000233,SYN-0233-INV-01,2026-04-16,16587.63,829.38,42139.07,2026-09-09
SYN-0233,Synthetic Supplier 0233 LLC,900000000000233,SYN-0233-INV-02,2026-06-02,15888.92,794.45,42139.07,2026-09-09
SYN-0233,Synthetic Supplier 0233 LLC,900000000000233,SYN-0233-INV-03,2026-07-19,14344.64,717.23,42139.07,2026-09-09
SYN-0234,Synthetic Supplier 0234 LLC,900000000000234,SYN-0234-INV-01,2026-04-29,6947.89,347.39,32440.53,2025-01-10
SYN-0234,Synthetic Supplier 0234 LLC,900000000000234,SYN-0234-INV-02,2026-06-15,9456.15,472.81,32440.53,2025-01-10
SYN-0234,Synthetic Supplier 0234 LLC,900000000000234,SYN-0234-INV-03,2026-08-01,8424.16,421.21,32440.53,2025-01-10
SYN-0234,Synthetic Supplier 0234 LLC,900000000000234,SYN-0234-INV-04,2026-09-17,11216.83,560.84,32440.53,2025-01-10
SYN-0235,Synthetic Supplier 0235 LLC,900000000000235,SYN-0235-INV-01,2026-05-12,8379.39,418.97,31792.76,
SYN-0235,Synthetic Supplier 0235 LLC,900000000000235,SYN-0235-INV-02,2026-06-28,8207.79,410.39,31792.76,
SYN-0235,Synthetic Supplier 0235 LLC,900000000000235,SYN-0235-INV-03,2026-08-14,6641.69,332.08,31792.76,
SYN-0235,Synthetic Supplier 0235 LLC,900000000000235,SYN-0235-INV-04,2025-10-05,6312.36,315.62,31792.76,
SYN-0235,Synthetic Supplier 0235 LLC,900000000000235,SYN-0235-INV-05,2025-11-21,5784.06,289.2,31792.76,
SYN-0236,Synthetic Supplier 0236 LLC,900000000000236,SYN-0236-INV-01,2026-05-25,41098.07,2054.9,59318.48,2025-03-12
SYN-0236,Synthetic Supplier 0236 LLC,900000000000236,SYN-0236-INV-02,2026-07-11,24811.35,1240.57,59318.48,2025-03-12
SYN-0237,Synthetic Supplier 0237 LLC,900000000000237,SYN-0237-INV-01,2026-06-07,21459.05,1072.95,53494.37,2026-04-13
SYN-0237,Synthetic Supplier 0237 LLC,900000000000237,SYN-0237-INV-02,2026-07-24,20108.11,1005.41,53494.37,2026-04-13
SYN-0237,Synthetic Supplier 0237 LLC,900000000000237,SYN-0237-INV-03,2026-09-09,17871.03,893.55,53494.37,2026-04-13
SYN-0238,Synthetic Supplier 0238 LLC,900000000000238,SYN-0238-INV-01,2026-06-20,16083.71,804.19,89200.29,2025-05-14
SYN-0238,Synthetic Supplier 0238 LLC,900000000000238,SYN-0238-INV-02,2026-08-06,21991.18,1099.56,89200.29,2025-05-14
SYN-0238,Synthetic Supplier 0238 LLC,900000000000238,SYN-0238-INV-03,2026-09-22,18437.53,921.88,89200.29,2025-05-14
SYN-0238,Synthetic Supplier 0238 LLC,900000000000238,SYN-0238-INV-04,2025-11-13,21053.05,1052.65,89200.29,2025-05-14
SYN-0239,Synthetic Supplier 0239 LLC,900000000000239,SYN-0239-INV-01,2026-07-03,8039.37,401.97,48449.94,2026-06-15
SYN-0239,Synthetic Supplier 0239 LLC,900000000000239,SYN-0239-INV-02,2026-08-19,8955.38,447.77,48449.94,2026-06-15
SYN-0239,Synthetic Supplier 0239 LLC,900000000000239,SYN-0239-INV-03,2025-10-10,16118.85,805.94,48449.94,2026-06-15
SYN-0239,Synthetic Supplier 0239 LLC,900000000000239,SYN-0239-INV-04,2025-11-26,8357.62,417.88,48449.94,2026-06-15
SYN-0239,Synthetic Supplier 0239 LLC,900000000000239,SYN-0239-INV-05,2026-01-12,12362.04,618.1,48449.94,2026-06-15
SYN-0240,Synthetic Supplier 0240 LLC,900000000000240,SYN-0240-INV-01,2026-07-16,34548.54,1727.43,49793.98,
SYN-0240,Synthetic Supplier 0240 LLC,900000000000240,SYN-0240-INV-02,2026-09-01,20778.1,1038.91,49793.98,
SYN-0241,Synthetic Supplier 0241 LLC,900000000000241,SYN-0241-INV-01,2026-07-29,33348.58,1667.43,74414.01,2026-08-17
SYN-0241,Synthetic Supplier 0241 LLC,900000000000241,SYN-0241-INV-02,2026-09-14,24216.53,1210.83,74414.01,2026-08-17
SYN-0241,Synthetic Supplier 0241 LLC,900000000000241,SYN-0241-INV-03,2025-11-05,25117.11,1255.86,74414.01,2026-08-17
SYN-0242,Synthetic Supplier 0242 LLC,900000000000242,SYN-0242-INV-01,2026-08-11,10669.57,533.48,42960.55,2025-09-18
SYN-0242,Synthetic Supplier 0242 LLC,900000000000242,SYN-0242-INV-02,2025-10-02,10270.16,513.51,42960.55,2025-09-18
SYN-0242,Synthetic Supplier 0242 LLC,900000000000242,SYN-0242-INV-03,2025-11-18,11062.43,553.12,42960.55,2025-09-18
SYN-0242,Synthetic Supplier 0242 LLC,900000000000242,SYN-0242-INV-04,2026-01-04,15731.78,786.59,42960.55,2025-09-18
SYN-0243,Synthetic Supplier 0243 LLC,900000000000243,SYN-0243-INV-01,2026-08-24,9609.09,480.45,60700.66,2026-01-19
SYN-0243,Synthetic Supplier 0243 LLC,900000000000243,SYN-0243-INV-02,2025-10-15,13866.16,693.31,60700.66,2026-01-19
SYN-0243,Synthetic Supplier 0243 LLC,900000000000243,SYN-0243-INV-03,2025-12-01,12241.94,612.1,60700.66,2026-01-19
SYN-0243,Synthetic Supplier 0243 LLC,900000000000243,SYN-0243-INV-04,2026-01-17,17149.44,857.47,60700.66,2026-01-19
SYN-0243,Synthetic Supplier 0243 LLC,900000000000243,SYN-0243-INV-05,2026-03-05,14578.55,728.93,60700.66,2026-01-19
SYN-0244,Synthetic Supplier 0244 LLC,900000000000244,SYN-0244-INV-01,2026-09-06,30328.02,1516.4,41829.85,2025-02-20
SYN-0244,Synthetic Supplier 0244 LLC,900000000000244,SYN-0244-INV-02,2025-10-28,16149.59,807.48,41829.85,2025-02-20
SYN-0245,Synthetic Supplier 0245 LLC,900000000000245,SYN-0245-INV-01,2026-09-19,22275.59,1113.78,79571.27,
SYN-0245,Synthetic Supplier 0245 LLC,900000000000245,SYN-0245-INV-02,2025-11-10,24656.63,1232.83,79571.27,
SYN-0245,Synthetic Supplier 0245 LLC,900000000000245,SYN-0245-INV-03,2025-12-27,22260.19,1113.01,79571.27,
SYN-0246,Synthetic Supplier 0246 LLC,900000000000246,SYN-0246-INV-01,2025-10-07,11994.42,599.72,60779.85,2025-04-22
SYN-0246,Synthetic Supplier 0246 LLC,900000000000246,SYN-0246-INV-02,2025-11-23,18876.61,943.83,60779.85,2025-04-22
SYN-0246,Synthetic Supplier 0246 LLC,900000000000246,SYN-0246-INV-03,2026-01-09,13936.19,696.81,60779.85,2025-04-22
SYN-0246,Synthetic Supplier 0246 LLC,900000000000246,SYN-0246-INV-04,2026-02-25,22725.96,1136.3,60779.85,2025-04-22
SYN-0247,Synthetic Supplier 0247 LLC,900000000000247,SYN-0247-INV-01,2025-10-20,12587.47,629.37,70638.31,2026-05-23
SYN-0247,Synthetic Supplier 0247 LLC,900000000000247,SYN-0247-INV-02,2025-12-06,20569.65,1028.48,70638.31,2026-05-23
